Elevation (m);Surface Temperature (C);Moho Depth (m);Curie Depth (Km);Magnetic Anomaly (nT)
74.9808;27.825096;42438.68306;34;27.2173
74.0664;27.829668;42420.93903;34;27.2173
331.9272;26.540364;35276.12784;34;-90.4829
818.0832;24.109584;44562.70094;30;-61.9198
196.596;27.21702;32687.88139;32;-60.7836
56.388;27.91806;38138.13743;34;22.7372
277.368;26.81316;36736.32985;32;-135.7584
269;26.855;36803.04497;32;-135.7584
625.1448;25.074276;45484.28023;22;-11.102
628.1928;25.059036;44923.43732;22;-11.843
156.6672;27.416664;37633.50203;32;12.3824
326.4408;26.567796;44761.91673;28;-23.4217
1071;22.845;44075.35401;30;-5.6238
66.4464;27.867768;38773.21996;36;22.5455
190.5;27.2475;37484.85862;32;30.0643
464;25.88;45000.67579;30;-3.7763
463.6008;25.881996;45143.20127;30;-4.1781
213.6648;27.131676;39019.8333;30;7.1569
145.0848;27.474576;37290.80356;32;50.7951
318.516;26.60742;37558.07788;32;-140.5573
902;23.69;44562.2086;26;-10.2205
154.8384;27.425808;37973.45385;34;45.8022
408.7368;26.156316;45161.19951;30;-3.417
147.2184;27.463908;37343.55624;32;50.7951
71.0184;27.844908;33492.45664;24;-20.2781
44.8056;27.975972;31951.33755;24;-59.977
30.48;28.0476;36889.38042;24;-59.0881
107.5944;27.662028;39529.44498;22;-9.3407
26.8224;28.065888;35889.3875;20;-17.417
1121.0544;22.594728;45944.14296;32;-64.3604
1151.8392;22.440804;45967.52205;32;-64.3604
1175.004;22.32498;45946.48412;32;-62.8001
1169.8224;22.350888;45946.77016;32;-62.8001
1169.5176;22.352412;45967.05317;32;-62.8001
1179.2712;22.303644;45973.19332;32;-64.3604
999.1344;23.204328;45909.52971;32;-62.8001
1169.8224;22.350888;45945.22146;32;-62.8001
1179.2712;22.303644;45972.55654;32;-64.3604
1242.6696;21.986652;45967.80961;32;-65.0113
1204;22.18;45992.11116;32;-65.0113
1179.2712;22.303644;45972.39215;32;-64.3604
1178.6616;22.306692;45947.21296;32;-64.3604
1242.6696;21.986652;45975.71862;32;-65.0113
1151.5344;22.442328;45972.13586;32;-64.3604
1242.6696;21.986652;45975.10558;32;-65.0113
1178.9664;22.305168;45973.08437;32;-64.3604
1169.5176;22.352412;45961.87305;32;-62.8001
998.8296;23.205852;45905.90667;32;-62.8001
1169.8224;22.350888;45948.22854;32;-62.8001
992.124;23.23938;45889.47201;32;-62.8001
1242.6696;21.986652;45972.82103;32;-65.0113
1169.8224;22.350888;45944.76838;32;-62.8001
1199.0832;22.204584;45992.09251;32;-65.0113
1100.9376;22.695312;45918.19103;32;-62.8001
1178.9664;22.305168;45975.78724;32;-64.3604
1283.208;21.78396;45920.70013;32;-65.0113
1242.9744;21.985128;45971.30029;32;-65.0113
1086.9168;22.765416;45943.82824;32;-64.3604
1151.8392;22.440804;45972.80354;32;-64.3604
1690;19.75;45970.33475;32;-65.0113
1179.2712;22.303644;45944.39077;32;-62.8001
1146;22.47;45898.99207;32;-62.8001
1121.0544;22.594728;45945.13502;32;-64.3604
1145;22.475;45902.59603;32;-62.8001
1043.6352;22.981824;45882.79398;32;-64.3604
1043.6352;22.981824;45881.93677;32;-64.3604
1051;22.945;45882.8898;32;-64.3604
1124;22.58;45943.84227;32;-64.3604
1151.8392;22.440804;45975.41824;32;-64.3604
1179.2712;22.303644;45976.7267;32;-64.3604
1170.1272;22.349364;45947.192;32;-62.8001
1091.7936;22.741032;45941.86553;32;-64.3604
1293;21.735;45924.73607;32;-65.0113
1146;22.47;45899.95509;32;-62.8001
1053;22.935;45909.59088;32;-64.3604
1045;22.975;45883.06899;32;-64.3604
1290;21.75;45919.9128;32;-65.0113
1639;20.005;45923.37449;32;-65.0113
1283.5128;21.782436;45921.30498;32;-65.0113
1283.5128;21.782436;45917.59882;32;-65.0113
1250;21.95;46018.47003;32;-65.0113
1250;21.95;46018.04088;32;-65.0113
1244.4984;21.977508;46021.47054;32;-65.0113
1253;21.935;46019.70644;32;-65.0113
1283.5128;21.782436;45920.49954;32;-65.0113
1283.5128;21.782436;45922.40306;32;-65.0113
1283.5128;21.782436;45923.78361;32;-65.0113
1283.5128;21.782436;45922.23562;32;-65.0113
1283.5128;21.782436;45924.52156;32;-65.0113
1053;22.935;45878.60839;32;-64.3604
1043.6352;22.981824;45880.85166;32;-64.3604
995;23.225;45890.74024;32;-62.8001
1121.0544;22.594728;45944.86369;32;-64.3604
992.124;23.23938;45890.41081;32;-62.8001
187.7568;27.261216;39470.2902;32;9.2407
133.8072;27.530964;35515.23877;30;-9.0155
149.6568;27.451716;35758.64566;32;-1.4925
145.9992;27.470004;35716.96135;32;-3.3643
149.9616;27.450192;35679.73681;34;17.6014
438.912;26.00544;43138.13012;36;11.7875
438.912;26.00544;43138.51682;36;11.7875
193.548;27.23226;34334.48594;36;-73.2714
339.5472;26.502264;36156.28668;30;32.2552
270.0528;26.849736;36807.69449;32;-135.7584
270.6624;26.846688;36777.42824;32;-135.7584
270.9672;26.845164;36772.78183;32;-135.7584
600.1512;25.199244;37744.60061;34;-74.2261
587.6544;25.261728;37713.29978;34;-61.7275
130.1496;27.549252;41378.11876;36;30.8718
261.5184;26.892408;43325.22219;36;23.5332
310.2864;26.648568;36246.35357;32;-127.9274
777;24.315;44606.83029;32;-6.1461
96.012;27.71994;35268.36203;20;0.1405
103.0224;27.684888;35114.05679;20;-7.9463
111.8616;27.640692;35306.87886;20;0.1405
516.9408;25.615296;40522.41388;34;20.1121
287.7312;26.761344;43839.70828;30;11.624
454;25.93;45056.36014;30;-2.4715
462.3816;25.888092;45058.82307;30;-2.4715
455.3712;25.923144;45058.88035;30;-2.4715
448.3608;25.958196;45049.85643;30;-2.4715
83.82;27.7809;37540.80696;32;23.5712
401.1168;26.194416;45144.29163;30;-3.5924
308.4576;26.657712;45264.46318;28;-30.7724
760;24.4;40174.49961;36;-36.9887
324.0024;26.579988;38757.65776;20;-13.2627
323.088;26.58456;38768.92425;20;-13.2627
319.1256;26.604372;38727.19526;20;-12.0135
326.4408;26.567796;38979.84998;20;-13.2627
97.8408;27.710796;43277.93832;36;20.8516
94.7928;27.726036;43264.38593;36;20.7182
135.9408;27.520296;43256.9462;36;20.8516
411.7848;26.141076;45248.05221;30;-2.2954
120.0912;27.599544;43140.15021;36;22.2396
118.872;27.60564;43160.30555;36;22.2396
117.9576;27.610212;43326.95024;36;20.8516
115.5192;27.622404;43176.3737;36;22.2396
122.2248;27.588876;43175.76323;36;22.2396
114.3;27.6285;43245.12586;36;20.7182
102.7176;27.686412;43252.91265;36;20.7182
94.488;27.72756;43030.09686;36;23.7397
95.7072;27.721464;43289.59598;36;20.8516
108.5088;27.657456;43207.14185;36;22.3842
94.7928;27.726036;43289.22797;36;20.8516
122.5296;27.587352;43229.28159;36;20.8516
117.6528;27.611736;43233.08857;36;22.3842
110.3376;27.648312;43147.76983;36;22.2396
110.3376;27.648312;43237.52848;36;20.7182
118.5672;27.607164;43165.72759;36;22.2396
104.2416;27.678792;43253.60035;36;20.7182
123.7488;27.581256;43219.29242;36;20.8516
114.6048;27.626976;43246.4217;36;20.8516
93.5736;27.732132;43386.48696;36;20.8516
110.0328;27.649836;43352.32768;36;20.8516
140.208;27.49896;43281.10957;36;20.8516
119.4816;27.602592;43298.41052;36;20.8516
96.9264;27.715368;43391.39528;36;20.8516
95.7072;27.721464;43123.07657;36;22.2396
106.9848;27.665076;43371.87696;36;20.0657
110.3376;27.648312;43147.64154;36;22.2396
103.632;27.68184;43138.40721;36;22.3842
103.0224;27.684888;43117.8545;36;22.3842
103.9368;27.680316;43152.52739;36;22.3842
104.5464;27.677268;43161.42574;36;22.2396
89.0016;27.754992;43384.61256;36;20.0657
98.7552;27.706224;43355.1515;36;20.0657
111.8616;27.640692;43153.31639;36;22.2396
103.0224;27.684888;43136.07545;36;22.2396
97.536;27.71232;43147.33293;36;22.3842
100.2792;27.698604;43150.52164;36;22.2396
86.868;27.76566;43419.48296;36;20.0657
113.0808;27.634596;43132.25397;36;22.2396
102.4128;27.687936;43170.11648;36;22.3842
136.5504;27.517248;43341.76348;36;20.0657
106.9848;27.665076;43258.09032;36;20.8516
115.2144;27.623928;43266.04853;36;20.8516
111.252;27.64374;43271.33598;36;20.8516
143.8656;27.480672;43256.3984;36;20.8516
155.7528;27.421236;43257.00563;36;20.8516
114.6048;27.626976;43239.43074;36;20.8516
111.5568;27.642216;43213.28734;36;20.8516
131.9784;27.540108;43256.94134;36;20.8516
126.492;27.56754;43226.31247;36;20.7182
124.0536;27.579732;43217.30937;36;20.7182
119.7864;27.601068;43238.14728;36;20.8516
110.6424;27.646788;43269.64678;36;20.8516
605.3328;25.173336;45121.52776;32;-4.8003
254.8128;26.925936;35380.32944;22;-8.5949
1613;20.135;43918.47277;30;-6.0879
659.2824;24.903588;44645.66745;32;-0.1653
178.308;27.30846;33905.47856;34;-60.4431
178.308;27.30846;33905.44878;34;-60.4431
202.692;27.18654;33950.4528;34;-49.2266
202.3872;27.188064;33918.84542;34;-60.4431
202.0824;27.189588;33935.27683;34;-49.2266
216.408;27.11796;33856.09719;36;-60.4431
202;27.19;33928.08044;34;-49.2266
195.3768;27.223116;33941.86477;34;-49.2266
196.596;27.21702;33960.04553;34;-51.2835
204.8256;27.175872;34027.41565;34;-51.2835
158.1912;27.409044;37054.36992;34;31.5339
81.0768;27.794616;32735.30165;22;-8.3832
132.588;27.53706;32781.26937;22;-8.3832
77.1144;27.814428;32769.6046;22;-8.3832
103.9368;27.680316;32993.03094;22;-10.053
80.772;27.79614;32727.34967;22;-8.3832
206.9592;27.165204;33255.3595;22;-20.7081
131;27.545;37416.37298;32;30.7509
150;27.45;37427.737;32;30.7509
137.16;27.5142;37438.30438;32;30.7509
137.16;27.5142;37438.46676;32;30.7509
137.16;27.5142;37438.62807;32;30.7509
137.16;27.5142;37438.7871;32;30.7509
137.16;27.5142;37439.11091;32;30.7509
137.16;27.5142;37439.27;32;30.7509
137.16;27.5142;37439.43479;32;30.7509
137.16;27.5142;37439.59392;32;30.7509
135;27.525;37452.91944;32;30.7509
154;27.43;37468.45109;32;30.7509
154;27.43;37468.39042;32;30.7509
160;27.4;37468.33209;32;30.7509
150;27.45;37446.35129;32;30.7509
150;27.45;37446.51085;32;30.7509
140.8176;27.495912;37447.49759;32;30.7509
149.0472;27.454764;37215.53741;36;-28.2767
148;27.46;37216.50238;36;-28.2767
149.0472;27.454764;37217.65865;36;-28.2767
149.0472;27.454764;37217.84214;36;-28.2767
149.0472;27.454764;37216.32925;36;-28.2767
149.0472;27.454764;37215.87041;36;-28.2767
144.78;27.4761;37154.60693;36;-36.2366
74.3712;27.828144;35678.34506;22;-11.462
78.9432;27.805284;35667.27752;22;-13.3218
88.0872;27.759564;35813.78549;22;-13.3125
79.248;27.80376;35643.72164;22;-10.4456
71.9328;27.840336;35633.86298;22;-11.462
141.4272;27.492864;36349.60882;30;26.1365
154.5336;27.427332;37947.31153;36;-18.0031
172.8216;27.335892;36814.596;36;14.4534
379;26.305;43405.54439;26;-47.4999
198.12;27.2094;38109.13804;34;12.004
218.5416;27.107292;45263.0129;30;-5.1198
186.8424;27.265788;38626.65609;32;13.4493
185.3184;27.273408;39016.35253;32;11.2126
185.6232;27.271884;38545.07321;32;13.4493
86.2584;27.768708;42955.23671;36;23.7397
86.2584;27.768708;42893.94143;36;23.7397
100.584;27.69708;43016.91364;36;22.2396
106.68;27.6666;43025.88343;36;22.2396
88.392;27.75804;43001.02881;36;23.7397
85.6488;27.771756;43041.63366;36;22.3842
90.8304;27.745848;43033.32506;36;22.3842
95.7072;27.721464;43023.34848;36;23.7397
92.3544;27.738228;43036.71069;36;22.3842
93.5736;27.732132;43047.9765;36;22.3842
135.3312;27.523344;43060.79821;36;22.2396
128.016;27.55992;43069.13422;36;22.2396
90.2208;27.748896;42986.84584;36;23.7397
105.156;27.67422;43077.78866;36;22.2396
85.6488;27.771756;42940.52155;36;23.5954
105.156;27.67422;42877.85162;36;23.5954
112.4712;27.637644;42881.84741;36;23.5954
102.4128;27.687936;42882.88771;36;23.5954
105.4608;27.672696;42866.80228;36;23.5954
118.5672;27.607164;42875.729;36;23.5954
106.0704;27.669648;42881.48565;36;23.5954
86.5632;27.767184;42820.64726;36;23.5954
95.0976;27.724512;42832.90438;36;23.5954
87.7824;27.761088;42828.99249;36;23.5954
93.2688;27.733656;42840.58357;36;23.5954
93.8784;27.730608;42838.00841;36;23.5954
91.7448;27.741276;42846.74382;36;23.5954
99.06;27.7047;42845.25711;36;23.5954
106.3752;27.668124;42856.84635;36;23.5954
93.2688;27.733656;42867.48921;36;23.5954
95.4024;27.722988;42865.03707;36;23.5954
110.3376;27.648312;42869.46529;36;23.5954
92.3544;27.738228;42879.15029;36;23.5954
92.3544;27.738228;42842.39628;36;23.5954
104.5464;27.677268;42855.07259;36;23.5954
127.7112;27.561444;42864.02439;36;23.5954
88.6968;27.756516;42918.59427;36;23.5954
94.488;27.72756;42926.86146;36;23.5954
91.44;27.7428;42915.07107;36;23.5954
96.012;27.71994;42925.87883;36;23.5954
101.1936;27.694032;42921.35105;36;23.5954
95.4024;27.722988;42931.61486;36;23.5954
94.1832;27.729084;42932.71982;36;23.5954
88.0872;27.759564;42888.86969;36;23.5954
90.8304;27.745848;42882.18185;36;23.5954
88.392;27.75804;42919.00491;36;23.5954
97.2312;27.713844;42910.83328;36;23.5954
93.2688;27.733656;42923.41892;36;23.5954
91.7448;27.741276;42910.08095;36;23.5954
111.8616;27.640692;42902.22258;36;23.5954
88.392;27.75804;42918.96376;36;23.5954
92.3544;27.738228;42904.52374;36;23.5954
96.3168;27.718416;42897.24073;36;23.5954
108.8136;27.655932;42890.12404;36;23.5954
103.9368;27.680316;42881.63259;36;23.5954
106.68;27.6666;42875.37632;36;23.5954
91.7448;27.741276;42831.86999;36;23.5954
108.8136;27.655932;42794.60514;36;23.5954
92.0496;27.739752;42895.27686;36;23.5954
103.0224;27.684888;42888.74262;36;23.5954
108.204;27.65898;42783.20349;36;23.5954
85.344;27.77328;42950.22602;36;23.5954
131.064;27.54468;42965.48961;36;23.5954
105.156;27.67422;42807.61402;36;23.5954
111.8616;27.640692;42804.35626;36;23.5954
89.3064;27.753468;42971.10235;36;23.5954
88.6968;27.756516;42804.1635;36;23.5954
85.0392;27.774804;42804.88285;36;23.5954
83.82;27.7809;42904.88625;36;23.5954
99.3648;27.703176;42833.62754;36;23.5954
92.0496;27.739752;42837.83745;36;23.5954
113.0808;27.634596;42843.59082;36;23.5954
99.9744;27.700128;42814.10585;36;23.5954
103.3272;27.683364;42770.32005;36;26.1121
115.824;27.62088;42782.55711;36;23.5954
120.396;27.59802;42772.25353;36;26.1121
110.3376;27.648312;42758.88587;36;26.1121
114.3;27.6285;42766.50645;36;26.1121
85.0392;27.774804;42825.35009;36;23.7397
112.776;27.63612;42743.29253;36;26.1121
91.7448;27.741276;42859.07723;36;23.7397
88.6968;27.756516;42883.1999;36;23.7397
90.8304;27.745848;42840.47144;36;23.7397
84.1248;27.779376;42847.34425;36;23.7397
94.488;27.72756;42869.51795;36;23.7397
85.0392;27.774804;42883.62797;36;23.7397
88.6968;27.756516;42895.42891;36;23.7397
101.1936;27.694032;42914.40684;36;23.7397
89.6112;27.751944;42855.09857;36;23.5954
85.0392;27.774804;42860.37528;36;23.7397
85.344;27.77328;42868.47294;36;23.7397
102.108;27.68946;42895.9569;36;23.7397
99.06;27.7047;42909.64195;36;23.7397
107.8992;27.660504;42724.96348;36;26.1121
112.776;27.63612;42785.16328;36;23.5954
112.4712;27.637644;42773.90837;36;26.1121
112.4712;27.637644;42768.26057;36;26.1121
98.4504;27.707748;42755.9757;36;26.1121
99.6696;27.701652;42903.72265;36;23.7397
92.0496;27.739752;42828.72114;36;23.7397
106.68;27.6666;42919.62153;36;23.7397
82.296;27.78852;42746.07896;36;26.3327
92.964;27.73518;42730.67434;36;26.1121
86.2584;27.768708;42751.95131;36;26.1121
110.3376;27.648312;42769.98832;36;26.1121
81.3816;27.793092;42723.21278;36;26.3327
89.916;27.75042;42738.10169;36;26.1121
113.0808;27.634596;42757.99277;36;26.1121
105.156;27.67422;42764.81895;36;26.3327
98.4504;27.707748;42919.99005;36;23.7397
102.108;27.68946;42941.95454;36;23.7397
107.8992;27.660504;42911.86847;36;23.5954
99.6696;27.701652;42928.38061;36;23.5954
98.7552;27.706224;42941.91922;36;23.5954
91.7448;27.741276;42828.68042;36;23.5954
89.916;27.75042;42877.3687;36;23.7397
97.2312;27.713844;42967.73862;36;23.7397
89.6112;27.751944;42837.23986;36;23.7397
118.2624;27.608688;42766.28399;36;26.1121
102.108;27.68946;42756.68406;36;26.1121
103.9368;27.680316;42744.70032;36;26.1121
92.964;27.73518;42716.95337;36;26.1121
107.8992;27.660504;42741.44779;36;26.1121
81.3816;27.793092;42757.86446;36;26.3327
78.9432;27.805284;42758.68051;36;26.3327
99.06;27.7047;42907.70026;36;23.5954
82.6008;27.786996;42922.31212;36;23.5954
94.1832;27.729084;42934.19148;36;23.5954
128.9304;27.555348;42971.1154;36;22.2396
84.1248;27.779376;42915.37328;36;23.5954
81.6864;27.791568;42928.17987;36;23.5954
85.9536;27.770232;42942.85501;36;23.5954
92.3544;27.738228;42953.31957;36;23.5954
89.916;27.75042;42919.603;36;23.7397
89.6112;27.751944;42973.99328;36;23.7397
93.2688;27.733656;42845.73757;36;23.5954
85.344;27.77328;43080.69022;36;22.3842
86.2584;27.768708;43094.54184;36;22.3842
85.9536;27.770232;43110.61684;36;22.3842
86.5632;27.767184;43120.21953;36;22.3842
90.8304;27.745848;43135.09675;36;22.3842
88.392;27.75804;43143.43886;36;22.3842
115.5192;27.622404;42737.82448;36;26.1121
114.6048;27.626976;42727.13131;36;26.1121
103.3272;27.683364;42935.56079;36;23.5954
97.536;27.71232;42947.51487;36;23.5954
89.0016;27.754992;42956.7792;36;23.5954
96.9264;27.715368;42943.21612;36;23.5954
115.824;27.62088;42991.61828;36;22.2396
101.4984;27.692508;42990.79179;36;22.2396
113.3856;27.633072;42973.11849;36;22.2396
127.4064;27.562968;42801.66249;36;23.5954
123.7488;27.581256;42815.73783;36;23.5954
126.1872;27.569064;42821.39982;36;23.5954
123.1392;27.584304;42826.71511;36;23.5954
100.8888;27.695556;42955.36957;36;23.5954
108.204;27.65898;42834.90101;36;23.5954
109.4232;27.652884;42830.47999;36;23.5954
127.7112;27.561444;42843.1747;36;23.5954
86.2584;27.768708;42928.3923;36;23.5954
110.3376;27.648312;42808.74375;36;23.5954
121.3104;27.593448;42811.48842;36;23.5954
125.2728;27.573636;42817.40304;36;23.5954
113.9952;27.630024;42828.22776;36;23.5954
104.5464;27.677268;42838.15523;36;23.5954
125.2728;27.573636;42806.06426;36;23.5954
103.9368;27.680316;42738.77482;36;26.1121
105.7656;27.671172;42748.35081;36;26.1121
89.0016;27.754992;42748.92056;36;26.1121
116.7384;27.616308;42750.31903;36;26.1121
99.6696;27.701652;42728.29172;36;26.1121
90.2208;27.748896;42729.8424;36;26.1121
105.156;27.67422;42755.57004;36;26.1121
113.6904;27.631548;42743.52546;36;26.1121
90.8304;27.745848;42888.86439;36;23.5954
128.9304;27.555348;42864.89959;36;23.5954
115.5192;27.622404;42881.64524;36;23.5954
91.1352;27.744324;42916.05005;36;23.5954
99.9744;27.700128;42906.23551;36;23.7397
85.0392;27.774804;42924.6129;36;23.5954
97.536;27.71232;42931.9145;36;23.7397
96.012;27.71994;42935.74537;36;23.5954
98.1456;27.709272;43067.19313;36;22.2396
101.4984;27.692508;43005.51314;36;22.2396
92.0496;27.739752;43006.3134;36;23.5954
121.0056;27.594972;42887.9327;36;23.5954
93.2688;27.733656;42898.74551;36;23.5954
99.06;27.7047;42891.76485;36;23.5954
85.344;27.77328;42919.874;36;23.5954
114.9096;27.625452;42950.93647;36;23.5954
144.78;27.4761;43016.1492;36;22.2396
102.7176;27.686412;42876.5471;36;23.5954
141.732;27.49134;43016.3806;36;22.2396
147.2184;27.463908;43024.53401;36;22.2396
87.1728;27.764136;42915.62574;36;23.5954
99.06;27.7047;42859.785;36;23.5954
103.632;27.68184;42842.4741;36;23.5954
119.1768;27.604116;42849.5285;36;23.5954
106.68;27.6666;42883.5338;36;23.5954
90.8304;27.745848;42895.76082;36;23.5954
95.4024;27.722988;42901.18853;36;23.5954
104.5464;27.677268;42887.33766;36;23.5954
110.3376;27.648312;42933.1588;36;23.5954
473;25.835;45179.22561;30;-3.417
72.8472;27.835764;41850.58179;36;35.5352
108.5088;27.657456;33510.30795;36;-81.3208
147.828;27.46086;34363.0959;20;-3.868
201.168;27.19416;34127.2052;20;-10.4797
245.0592;26.974704;39594.77838;32;12.7787
167.0304;27.364848;37857.58707;32;42.6389
167.0304;27.364848;37847.60548;32;42.6389
201.168;27.19416;37956.50936;34;21.8692
202.9968;27.185016;37955.70098;34;21.8692
201.168;27.19416;37974.03388;34;21.8692
201.7776;27.191112;37983.80286;34;23.3494
202.3872;27.188064;37995.37818;34;23.3494
199.3392;27.203304;37814.09457;34;25.6364
202.0824;27.189588;37801.59807;34;25.6364
133.8072;27.530964;35670.17241;36;-32.9751
772.0584;24.339708;45311.80511;30;-4.0911
1178.9664;22.305168;45834.85173;20;-13.9362
140.208;27.49896;38267.63384;34;31.6027
127.1016;27.564492;38037.64392;34;31.6027
390.144;26.24928;42881.86165;30;-20.1068
232.5624;27.037188;38301.73336;34;9.1794
137.4648;27.512676;41543.01172;36;34.8465
153.6192;27.431904;30556.6622;20;-2.8181
142.9512;27.485244;36644.8202;32;31.285
414.528;26.12736;45063.48916;30;-1.7549
115.5192;27.622404;43457.1991;36;20.0657
141.4272;27.492864;37931.37882;32;31.1566
164.592;27.37704;36641.22108;34;32.6787
34.4424;28.027788;34768.84111;30;34.9734
320.3448;26.598276;36442.65308;32;-129.0198
322.1736;26.589132;36412.97939;32;-129.0198
67.056;27.86472;42060.29408;34;22.0777
69.1896;27.854052;42071.42207;34;21.0033
69.7992;27.851004;42032.85184;34;21.0033
134.4168;27.527916;41297.45118;36;39.6687
167.9448;27.360276;41266.01666;36;42.4511
157.2768;27.413616;41266.83235;36;42.4511
157.2768;27.413616;41262.25826;36;42.4511
157.2768;27.413616;41262.74911;36;42.4511
153.924;27.43038;41289.9033;36;42.4511
139.2936;27.503532;41305.67985;36;39.6687
149.9616;27.450192;41284.4934;36;39.6687
147.2184;27.463908;41282.91598;36;42.1635
158.1912;27.409044;41265.81816;36;42.4511
163.068;27.38466;41257.29436;36;42.4511
154.5336;27.427332;41269.05203;36;42.4511
162.1536;27.389232;41265.63405;36;42.4511
